model,head,n_realizations,dof,horizon_samples,horizon_s,n_windows,n_quantiles,alpha,picp,mean_interval_width,winkler,crps,pinball,crossing_rate,picp_ci_lo,picp_ci_hi,seed,deterministic,n_params,fit_time_s,best_epoch,epochs_run,best_val_loss,val_loss_name,regime,signal_std
residual_interval,quantile,480,pitch_rate,50,5.0,542880,9,0.1,0.7371739610963749,0.9367578451929106,3.1465203046670793,0.2828468540735022,0.141423427036751,0.0,0.7173779196139111,0.7571235816386678,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.2560499558821334
residual_interval,quantile,480,pitch_rate,100,10.0,542880,9,0.1,0.7754347185381668,2.488765059878397,6.300316455461911,0.6246248953014711,0.3123124476507355,0.0,0.7591419834954318,0.7930220767020336,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.2558852337264772
residual_interval,quantile,480,pitch_rate,150,15.0,542880,9,0.1,0.7419300766283525,2.6838089531093345,7.217760200353527,0.7202762652336251,0.36013813261681266,0.0,0.7262408819628647,0.759386927129384,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.2565624407980214
residual_interval,quantile,480,heave_rate,10,1.0,542880,9,0.1,0.34228558797524317,0.004878006137798271,0.06645326403199275,0.004490024697878594,0.0022450123489392983,0.0,0.3326940576186266,0.3519364316239316,0,True,68400,3.3781932900019456,,,,,unseen_seastate,0.734348118721256
residual_interval,quantile,480,heave_rate,20,2.0,542880,9,0.1,0.3364389920424403,0.04508746560347066,0.6377747930199529,0.04273883821760844,0.021369419108804213,0.0,0.32665865384615383,0.3461075191570881,0,True,68400,3.3781932900019456,,,,,unseen_seastate,0.7343764911329834
residual_interval,quantile,480,heave_rate,30,3.0,542880,9,0.1,0.3252063071028588,0.14453053204610136,2.194079924636722,0.14480687664646583,0.07240343832323293,0.0,0.31537835249042145,0.33513575744179197,0,True,68400,3.3781932900019456,,,,,unseen_seastate,0.7344107746237766
residual_interval,quantile,480,heave_rate,50,5.0,542880,9,0.1,0.31192528735632186,0.22398657762442256,3.740649272039002,0.24188494385703097,0.12094247192851557,0.0,0.3014474653698792,0.32235784151193636,0,True,68400,3.3781932900019456,,,,,unseen_seastate,0.734264962236321
residual_interval,quantile,480,heave_rate,100,10.0,542880,9,0.1,0.45458480695549663,0.6416606530974883,4.861943840250115,0.38223969209375386,0.19111984604687682,0.0,0.4449015896699086,0.4630680352932508,0,True,68400,3.3781932900019456,,,,,unseen_seastate,0.7341029397003275
residual_interval,quantile,480,heave_rate,150,15.0,542880,9,0.1,0.4849101090480401,0.9382433686166975,5.937893571985298,0.49614934146212125,0.24807467073106057,0.0,0.47664525309460654,0.49235484821691716,0,True,68400,3.3781932900019456,,,,,unseen_seastate,0.7341299638155024
residual_interval,quantile,480,roll,10,1.0,542880,9,0.1,0.7991084585912173,0.02999705341593864,0.08704569128153625,0.00779104710665491,0.003895523553327457,0.0,0.7779821047008547,0.8205491545092839,0,True,68400,3.4553868969960604,,,,,unseen_heading,5.0567053318459285
